STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Sơ chế,Cách làm,Cách dùng,Mách nhỏ,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
785,Gà viên xốt cà ri,"Ức gà và thịt ba rọi là sự kết hợp dễ gây nghiện trong các bữa cơm gia đình, nước sốt cà ri đậm đà, vị béo hài hòa, vừa ăn vừa xuýt xoa rất đưa cơm hoặc bánh mì cho cả gia đình, bạn cùng thử làm ngay nhé!",Món mặn,4 người,15,"Ức gà 250g, Ba rọi 50g, Hành tây 1/2 củ, Cà chua bi 50g, Nước cốt dừa  1/2 chén, Tiêu, đường, cà ri dầu, dầu ăn, Bột xù, ớt sừng, sả cây, lá cà ri., Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo","– Ức gà và thịt ba rọi cắt miếng nhỏ, xay hoặc băm nhuyễn. 
– Lá cà ri cắt nhuyễn. Hành tây cắt múi cau nhỏ. Cà chua bi cắt đôi. Ớt sừng bỏ hạt, cắt hình thoi. Sả cây đập dập, cắt khúc 2cm.","– Trộn đều thịt ức gà, thịt ba rọi và 1m lá cà ri băm nhuyễn, nêm 2m hạt nêm Aji-ngon®, 1/4m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1/2M cà ri dầu, ít tiêu và 2M bột xù vào, quết đều, rồi vo viên tròn.  
– Đun nóng 1M dầu ăn, cho sả cây vào xào thơm, rồi cho 2 chén nước vào nấu sôi, tiếp tục cho thịt gà viên vào, nấu vài phút rồi thêm cà chua, hành tây và ớt sừng vào, nêm 2m hạt nêm Aji-ngon®, 1/2m đường, 1.5M cà ri dầu và 1/2 chén nước cốt dừa, nếm vị vừa ăn, nấu cho nước hơi sánh sệt, tắt lửa.","– Múc thịt viên ra đĩa với nước sốt, rắc phần lá cà ri còn lại lên trên, dùng kèm bánh mì hoặc cơm trắng.","– Cho bột xù vào giúp tạo độ xốp.  
– Nấu chín thịt gà viên rồi mới cho nước cốt dừa vào sau để nước cốt dừa giữ được hương vị.","cà ri, ga vien xot ca ri, thit ga",503,21,7,29,15,https://monngonmoingay.com/wp-content/uploads/2017/09/ga-vien-xot-ca-ri-500.jpg
786,Bánh bao chiên,"Con của bạn có mê món bánh bao chiên trước cổng trường không? Nhìn những miếng bánh bao được chiên vàng, hẳn là cả người lớn cũng thích. Hôm nay, chương trình sẽ giới thiệu đến bạn món Bánh bao chiên, để bạn có thể làm quà sáng, hay quà xế cho con yêu rồi.",Món mặn,4 người,45,"Bột bánh bao: 500g, Sữa tươi: 240g, Thịt nạc vai xay: 100g, Giò sống: 100g, Củ sắn: 150g, Hành tây: 100g, Mỡ băm: 1M, Hành tím băm: 2M, Đầu hành lá băm: 1M, Nấm đông cô khô: 10g, Thịt xá xíu: 50g, Lạp xưởng: 1 cây, Trứng cút: 12 quả, Trứng muối: 3 quả, Hành lá, ngò rí, Đường, tiêu, bột năng, dầu mè, dầu ăn, Hạt nêm Aji-ngon® Heo, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, Bột ngọt AJI-NO-MOTO®","– Cho 500g bột bánh bao, 240g sữa tươi vào tô. Pha men khô với 1 ít nước ấm rồi cho vào tô bột, khuấy đều rồi nhồi bột đến khi bột dẻo và mịn. Để bột nghỉ 30 phút.
– Lạp xưởng, xá xíu cắt hột lựu. Củ sắn cắt sợi, vắt hết nước. Hành tây cắt thật nhuyễn, vắt bỏ nước. Nấm đông cô ngâm mềm, cắt nhỏ.
– Trứng muối, trứng cút luộc chín, bóc vỏ, lòng đỏ trứng muối tán nhuyễn.","– Trộn nhân bánh bao: lạp xưởng, xá xíu, củ sắn, hành tây, hành tím, nấm, 1M mỡ băm, 1M hành tím băm, 1M đầu hành trắng băm. Cho thịt xay, giò sống, 3 lòng đỏ trứng muối, nêm tiếp 1M dầu mè, 1/2m muối, 1/3m tiêu, 2m đường, 2m hạt nêm Aji-ngon®, 1m bột ngọt AJI-NO-MOTO® rồi trộn đều, chia thành các phần vừa ăn, cho trứng cút đã tẩm qua bột năng vào giữa, vo tròn lại. – Chia bột thành từng phần nhỏ rồi cho nhân vào trong, gói lại, mang đi hấp lửa lớn 10 phút. Khi bánh bao chín, tẩm qua Aji-Quick® Bột Chiên Gà Giòn, chiên cho bánh chín vàng, vớt ra ráo dầu.","Cho bánh bánh bao chiên ra dĩa, dùng nóng","– Hấp bánh trước khi chiên để bánh chín đều và định hình tốt hơn.
– Có thể thay xá xíu, lạp xưởng bằng thịt gà quay, vịt quay","bánh bao, món bánh",356,29,10,11,17,https://monngonmoingay.com/wp-content/uploads/2015/10/BanhBaoChien_540-e1444748039629.jpg
787,Salad ổi,"Món salad ổi ngon bởi sự kết hợp của ổi với các nguyên liệu khác, và xốt Aji mayo tạo ra món ăn salad thật đặc sắc, mới lạ, hơn nữa sự kết hợp của mè và đường thốt nốt, vỏ chanh cũng là những điều đặc biệt tạo sự mới lạ của món ăn, ổi còn có tác dụng chữa một số bệnh về đường ruột, ho, cảm, các bệnh về da, các trường hợp cao huyết áp, béo phì,...",Món mặn,4 người,40,"Ổi xanh:  3 trái to, Tôm sú: 200g, Thịt ba rọi xông khói: 100g, Chanh vàng: 1 trái, Ớt xanh, ớt sừng: 4 trái, Muối hạt: 1M, Gia vị: 	Hành phi, húng lủi, mè trắng rang, đường, muối, dầu ăn, hành tím phi, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Ổi bỏ ruột, cắt lát mỏng 2-3mm, ướp 1M đường, để thấm 3 phút, chắt bỏ nước. – Tôm chẻ vỏ lưng, rút chỉ, để nguyên con rang muối, bóc vỏ, cắt đôi. Thịt ba rọi xông khói khúc 1cm, chiên giòn với ít dầu, vớt ra để ráo. – Chanh vàng mài lấy 1m vỏ chanh sau đó vắt lấy nước. Ớt xanh đập dập, ớt sừng cắt sợi. Húng lủi cắt nhỏ.","– Pha nước trộn: Trộn đều 2M nước chanh, 1M đường, 1/3m muối, 1m vỏ chanh mài, ớt xanh đập dập. – Trộn đều ổi, tôm, thịt ba rọi xông khói, nước trộn, húng lủi, ớt sợi và 1M Xốt Mayonnaise Aji-mayo.","Trình bày món salad ra dĩa, thêm mayonnaise lên trên. rắc thêm hành phi và mè trắng rang. * Món ăn đi kèm: Thịt nướng xí muội","– Tôm rút chỉ, chẻ lưng khi rang muối sẽ đậm đà, thấm vị. – Thịt ba rọi xông khói chiên trước khi trộn salad sẽ giòn và ngon hơn. – Chọn ổi có vỏ màu xanh sáng, sần đều, cứng sẽ có độ giòn.","món salad, salad tôm sú, tom su",500,35,8,10,18,https://monngonmoingay.com/wp-content/uploads/2015/08/salad-oi.jpg
788,Sườn chiên cay,"Ai là fan cuồng của món sườn chắc chắn không thể bỏ qua công thức sườn chiên cay thần thánh này nhé. Sườn được chế biến, nêm nếm đậm đà thơm mùi hành, tỏi, sả. Gặm miếng sườn vàng ươm, ngọt trong giòn ngoài vừa ăn vừa xuýt xoa thì còn gì bằng!",Món mặn,4 người,25,"Sườn non   300g, Sả ớt xay nhuyễn  4M, Đầu hành lá băm  5 cây, Tỏi xay nhuyễn  1M, Bột năng  1m, Nước soda  4M, Đường, tiêu, nước mắm, dầu ăn, Gia vị nêm sẵn Aji-Quick® Bột chiên giòn (Tên cũ: Bột Chiên Giòn Hải Sản)","– Sườn non chặt khúc 3cm , ướp với đầu hành, tỏi, sả ớt, bột năng, nước soda và nêm vào 1/4m tiêu, 1m đường, 2m nước mắm, để thấm 1h.","– Hòa 1 gói Aji-Quick® Bột Chiên Giòn với 150ml nước.
– Đun nóng dầu, nhúng sườn vào Aji-Quick® Bột Chiên Giòn rồi cho vào chiên ngập dầu đến khi chín vàng, vớt ra để ráo dầu.","– Dùng nóng với cơm. Ăn kèm xà lách, dưa leo, cà chua và chấm thêm nước tương tùy ý.","– Ướp sườn với hành, tỏi, sả xay nhuyễn và tẩm qua Aji-Quick® Bột Chiên Giòn, sẽ không bị cháy khi chiên. 
– Ướp sườn với nước soda để sườn mềm hơn.","chiên, mon chien ngon, mon suon ngon, sườn, suon chien, suon chien cay",573,20,10,17,6,https://monngonmoingay.com/wp-content/uploads/2017/11/suon-chien-cay-500.jpg
789,Đà điểu xốt trái cây,"Cuối tuần đổi gió với thực đơn mới toanh làm từ thịt đà điểu thơm mềm xốt trái cây với vị chua ngọt đặc trưng. Thịt đà điểu áp chảo vừa chín tới vẫn giữ nguyên vị ngọt và không bị dai, ăn kèm cùng khoai tây chiên giòn tan thật hoà hợp và thú vị. Bạn còn chần chờ gì nữa, cùng bắt tay thực hiện ngay nhé!",Món mặn,4 người,20,"Đà điểu phi lê 400g, Khoai tây 1 củ, Bắp cải trắng bào 100g, Cà rốt cắt sợi nhỏ 30g, Húng lũi cắt nhỏ 1 ít, Lá hương thảo 1m, Muối, tiêu, bột năng, Sữa tươi không đường, Tương cà, dầu hào, dầu olive, đường,  nước hành tỏi, Mứt trái cây (nho/ cam dâu/ phúc bồn tử/ kiwi), Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Đà điểu cắt 4 miếng dằn sơ, ướp với 1/2m muối, 1/4m tiêu, 2M tương cà, 2M dầu olive, 1M dầu hào, 2M nước hành tỏi, 1m lá hương thảo tươi băm nhỏ, để thấm. – Khoai tây để nguyên vỏ, rửa sạch, cắt hình múi cau. Bắp Mỹ cắt khối. Luộc chín khoai tây với ít muối. Chiên khoai tây 2 lần cho vàng giòn. – Trộn đều bắp cải, cà rốt và húng lũi để ăn kèm. – Xốt chấm và salad:  khuấy đều 2M xốt Mayonnaise Aji-mayo®, 2m mứt trái cây, 3M sữa tươi không đường, 1/4m muối.",Áp chảo đà điểu cho chín tới.,"Xếp thịt ra đĩa, ăn kèm với bắp mỹ, khoai tây chiên và salad bắp cải, cà chua, chấm kèm xốt pha.","– Áp chảo thịt đà điều vừa chín tới, sẽ giữ được vị ngọt và thịt sẽ không bị dai. 
– Khoai tây luộc sơ rồi chiên để khoai tây được chín đều.","đà điểu, đà điểu xốt trái cây, món nấu, trái cây",503,36,7,15,14,https://monngonmoingay.com/wp-content/uploads/2016/08/58-da-dieu-xot-trai-cay-540-360.jpg
790,Thăn heo cuốn cải hấp,"Món ăn kết hợp cuốn và hấp với màu xanh mát của rau cải nhồi nhân thịt rau củ nhiều dinh dưỡng, không những “ngon mắt” mà còn ngon miệng, thật hấp dẫn cho cả nhà ngất ngây.
🫕 Xem thêm các món hấp ngon",Món mặn,4 người,50,"Cốt lết bỏ xương   300g, Giò sống    70g, Trứng gà ta    1 quả, Cà rốt      1 củ, Nấm mèo    5g, Nấm hương    10g, Lá cải xanh    10 lá, Hành tím băm    2m, Hành lá, Nước mắm, tiêu xay, dầu ăn, thuốc muối, Bột ngọt AJI-NO-MOTO®, Nước tương ""Phú Sĩ""","– Thịt heo cắt lát dày 1cm, dần mỏng. Cà rốt cắt que nhỏ dài bằng chiều ngang của miếng thịt. 
– Cải xanh: để riêng phần lá, phần cọng cắt que như cà rốt. Nấm mèo, nấm hương ngâm mềm, cắt nhỏ.
– Đun sôi nước, nêm 1/2m thuốc muối, cho cọng cải và lá cải vào chần, sau cùng chần cà rốt rồi vớt ra. 
– Phi hành tím với dầu ăn, cho nấm vào xào thơm rồi trộn cùng giò sống, ướp thêm 1m nước mắm, 1/2m bột ngọt AJI-NO-MOTO®, 1/3m tiêu.   
– Trứng gà tráng mỏng, cắt bản vuông bằng miếng thịt.","– Cuốn thịt: trải miếng thịt đã dần ra mặt thớt phẳng, phết 1 lớp giò mỏng đã tẩm ướp gia vị ban đầu, tiếp đến là lớp trứng tráng, đặt cà rốt và cọng cải xanh ở giữa và cuốn chặt tay. Dùng phần lá cải bọc lại bên ngoài cuốn thịt.
– Hấp: xếp cuốn thịt vào nồi, hấp khoảng 10 phút, lấy ra cắt lát dày 1.5cm.","– Xếp cuốn thịt ra dĩa, khi ăn chấm kèm với nước tương “Phú Sĩ”.","–  Xào nấm trước khi trộn chung với giò sống giúp phần nhân được thơm hơn.   
–  Chần lá cải trong nước có thuốc muối giúp cải giữ được màu xanh tự nhiên","cải xanh, món cuốn, than heo, than heo cuon cai hap",531,16,3,23,33,https://monngonmoingay.com/wp-content/uploads/2018/05/than-heo-cuon-cai-hap-500-min.jpg
791,Đà điểu xào lá cách,"“Đổi vị” cho thực đơn hằng ngày với món Đà điểu xào lá cách tuyệt ngon! Thịt đà điểu mềm quyện cùng nước cốt béo ngọt và lá cách thơm lừng, vị nhân nhẫn mà hấp dẫn khó cưỡng! Ngoài ra còn có các loại rau củ giòn ngọt sẽ khiến món ăn thêm phần ngon miệng. Món ăn thích hợp cho những ngày cuối tuần thư giãn cùng gia đình, quây quần bên mâm cơm và sẻ chia những câu chuyện hằng ngày!",Món mặn,4 người,30,"Thịt đà điểu                 300g, Lá cách                       100g, Hành tây                     1/2 củ, Ớt chuông vàng, đỏ    1/2 trái (mỗi loại), Nước cốt dừa           1 chén, Hành tỏi băm           1M, Tỏi băm           1M, Đậu phộng rang           2M, Tiêu, đường, nước mắm, dầu ăn, Hạt nêm Aji-ngon® Gà","– Đà điểu cắt miếng mỏng, ướp với 1M hành tỏi băm, 1m hạt nêm Aji-ngon® Gà, 1/3m tiêu trắng xay, để thấm.  
– Lá cách cắt khúc 1 cm. Hành tây, ớt chuông cắt hình thoi","Đun nóng dầu ăn, cho hết tỏi vào phi thơm, rồi cho hành tây, ớt chuông vào xào chín tới, trút ra để riêng. Cho tiếp đà điểu vào xào săn, rồi cho lá cách vào, thêm 1 chén nước cốt dừa và 1m hạt nêm Aji-ngon® Gà, 1/3m đường, 1/2m nước mắm vào đun sôi. Cuối cùng cho hành tây, ớt chuông đã xào vào đảo đều, tắt lửa.","Cho món ăn ra dĩa, rắc đậu phộng lên, dùng nóng với cơm trắng.","– Xào nhanh tay để thịt đà điểu không bị dai.    
– Không xào lâu với nước cốt dừa để giữ được vị béo và tránh nước cốt dừa bị kết tủa.","đà điểu, lá cách, món xào",431,10,6,19,34,https://monngonmoingay.com/wp-content/uploads/2016/04/3_CQC2220_DaDieuXaoLaCach540-e1459525366635.jpg
792,Cá nục kho rục,"Dân dã và thân thuộc với bao thế hệ người Việt, cá nục kho rục, đơn giản nhưng gói trọn tinh hoa của nghệ thuật nấu nướng từ tẩm ướp đến dụng lửa và canh thời gian. Mọi thứ làm nên nồi cá đượm đà ngon ngây ngất từng miếng cá dẻ thịt.",Món mặn,4 người,30,"Cá nục     300g, Cà chua chín   500g, Hành tây    150g, Cà paste    50g, Nước dừa tươi   500ml, Tỏi băm     1M, Đường, muối, tiêu, ớt bột, nước mắm, dầu ăn, ĂN KÈM: cơm trắng, xà lách, rau sống, giá, Hạt nêm Aji-ngon® Heo, Bột ngọt AJI-NO-MOTO®","– Cá nục làm sạch, cắt đôi. Cà chua bỏ hạt cắt hạt lựu. Hành tây cắt hạt lựu nhỏ – Cắt cá làm 2 phần","Kho cá: phi thơm tỏi băm, cho hành tây vào xào đến khi hành tây vừa chín thì cho cà chua vào xào cà chua chín nhừ. Tiếp theo cho cà paste vào xào chung với cà chua rồi đảo đều cho hỗn hợp cà lên màu sậm, đổ nước dừa vào, nêm 1/4m muối, 1/4m tiêu, 1/2m ớt bột, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon®, 2M đường, 2M nước mắm, nếm vị vừa ăn. Xếp cá vào rồi kho với lửa nhỏ và đậy kín nồi, kho khoảng 45 phút – 1 tiếng cho cá chín rục.",– Dùng nóng với cơm trắng,– Kết hợp cà chua tươi và cà paste để món ăn có màu đẹp và vị ngon hơn,"cá kho, ca nuc",190,40,7,18,8,https://monngonmoingay.com/wp-content/uploads/2018/03/ca-nuc-kho-ruc-500-min.jpg
793,Thịt quay chay,"Một món ăn chay rất giống một món mặn quen thuộc, đảm bảo dinh dưỡng, cách làm đơn giản, phù hợp ăn vào ngày Tết.",Món chay,5 người,25,"Chả lụa chay: 300g, Vỏ bánh mì: 1 cái, Nước cốt dừa: 1 chén, Bột gạo: 2M, 1 khuôn inox hình chữ nhật, Dầu điều, Muối, đường, bột năng, Nước tương LISA, Bột ngọt AJI-NO-MOTO®","– Vỏ bánh mì ép phẳng. Chả chay cắt miếng rộng bằng cỡ khuôn, dày 0,8-1cm. – Làm mỡ heo: cho vào nồi 3M bột năng, 2M bột gạo, 1 chén nước cốt dừa, 1/2 chén nước, cho lên bếp khuấy rồi cho 1/3m đường, 1/3m muối và 1/3m bột ngọt AJI-NO-MOTO® sau đó khuấy đến khi đặc lại nhưng chưa chín hẳn. – Tạo hình: dùng khuôn hình chữ nhật, phết dầu dưới đáy và xung quanh thành khuôn, cho vỏ bánh mì vào rồi phết hỗn hợp mỡ heo lên, xếp chả chay lên trên, làm 2 lớp như vậy, ép cho các phần dính chặt vào nhau.","Xếp chả vào nồi hấp 15 phút, để nguội, lấy ra khỏi khuôn, phết ít dầu điều lên da heo rồi đem chiên sơ (trong lúc chiên dùng đũa ép chặt)để nguội, cắt miếng nhỏ.","Xếp thịt quay chay ra dĩa, khi ăn chấm kèm nước tương LISA.",– Chọn bánh mì lớn và xốp để làm da heo chay. – Khuấy bột không quá chín để làm mỡ heo dễ dàng hơn.,"món quay chay, thịt chay",467,18,3,29,38,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0815.png
794,Bánh xèo Nhật Bản,"Nhắc đến bánh xèo là nhắc đến một món ăn quen thuộc hình bán nguyệt nhân thịt, tôm hoặc mực, ăn kèm nước mắm chua ngọt. Chỉ cần thêm một chút biến tấu khéo léo từ nguyên liệu, bạn có thể đổi gió thành một món ăn đậm hương vị Nhật Bản đãi cả nhà.",Món mặn,4 người,15,"Bắp cải trắng                150g, Tôm đất                        100g, Mực tươi                       50g, Trứng gà                       2 quả, Ba chỉ xông khói          30g, Cá ngừ khô bào           5g, Lá rong biển cắt sợi   1/2 lá, Bột mì, xốt Okonomi, dầu ăn, Hạt nêm Aji-ngon® Heo, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Bắp cải bỏ cọng cứng, cắt sợi nhỏ. Tôm đất luộc chín, bóc vỏ, cắt hạt lựu. Mực luộc chín cắt hạt lựu.  Ba chỉ xông khói cắt miếng 1.5cm.","– Pha 2M bột mì, 2 quả trứng với 1/2m hạt nêm Aji-ngon®, dùng cây đánh trứng đánh đều cho hỗn hợp sệt lại, thêm bắp cải, tôm, mực vào trộn đều, thịt ba khói vào trộn đều.  
– Đun nóng ít dầu trong chảo, cho hỗn hợp đã trộn vào chảo, dùng muỗng tém viền bánh vào để tạo hình tròn, chiên khoảng 2 phút cho mặt dưới vàng, sau đó lật mặt trên xuống, chiên tiếp đến khi hai mặt vàng đều, bên trong chín tới, lấy ra dĩa.","– Cho bánh xèo ra dĩa, cắt miếng vừa ăn, cho xốt okonomi tán đều, rồi bắt xốt Mayonnaise Aji-mayo® lên mặt bánh, cuối cùng rắc cá ngừ bào và lá rong biển lên, dùng nóng. ","– Chiên bánh với lửa nhỏ để bánh chín đều.   
– Để rau củ thật ráo trước khi cho vào bột để không làm hỗn hợp bột bị loãng, bột sánh vừa sẽ dễ tạo hình bánh hơn.","banh xeo, banh xeo nhat ban, món Nhật",432,18,10,25,22,https://monngonmoingay.com/wp-content/uploads/2017/10/banh-xeo-nhat-ban-500.jpg
